2024-10-13T17:11:41.120-04:00,IdeState,Active,Editor,voting.py,3,18
2024-10-13T17:32:08.843-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:09.844-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:10.845-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:11.846-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:12.848-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:13.849-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:14.851-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:15.852-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:16.852-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:17.855-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:18.856-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:19.857-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:20.857-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:21.859-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:22.860-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:23.861-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:24.862-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:25.864-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:26.865-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:27.867-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:28.868-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:29.870-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:30.871-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:31.872-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:32.873-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:33.874-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:34.876-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:35.877-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:36.880-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:37.881-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:38.883-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:39.885-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:40.887-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:41.887-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:42.889-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:43.892-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:44.892-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:45.894-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:46.895-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:47.897-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:48.902-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:49.908-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:50.909-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:51.911-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:52.913-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:53.913-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:54.915-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:55.916-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:56.919-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:57.920-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:58.922-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:32:59.924-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:33:00.925-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:33:01.926-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:33:02.927-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:33:03.929-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:33:04.932-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:33:05.933-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:33:06.934-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:33:07.936-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:33:08.938-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:33:09.939-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:33:10.940-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:33:11.942-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T17:33:12.942-04:00,IdeState,Active,Project,*,-1,-1
2024-10-13T17:33:13.945-04:00,IdeState,Active,Project,*,-1,-1
2024-10-13T17:33:14.580-04:00,Action,FindInPath,Project,*,-1,-1
2024-10-13T17:33:14.952-04:00,IdeState,Active,Dialog,*,-1,-1
2024-10-13T17:33:15.980-04:00,IdeState,Active,Dialog,*,-1,-1
2024-10-13T17:33:16.983-04:00,IdeState,Active,Dialog,*,-1,-1
2024-10-13T17:33:17.983-04:00,IdeState,Active,Dialog,*,-1,-1
2024-10-13T17:33:18.983-04:00,IdeState,Active,Dialog,*,-1,-1
2024-10-13T23:18:38.023-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:18:39.100-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:18:40.104-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:18:41.752-04:00,IdeState,NoProject,,*,-1,-1
2024-10-13T23:18:43.124-04:00,IdeState,Active,Popup,*,-1,-1
2024-10-13T23:18:44.206-04:00,IdeState,Active,Popup,*,-1,-1
2024-10-13T23:18:45.212-04:00,IdeState,Active,Project,*,-1,-1
2024-10-13T23:18:46.214-04:00,IdeState,Active,Project,*,-1,-1
2024-10-13T23:18:47.267-04:00,IdeState,Active,Project,*,-1,-1
2024-10-13T23:18:48.268-04:00,IdeState,Active,Project,*,-1,-1
2024-10-13T23:18:49.270-04:00,IdeState,Active,Project,*,-1,-1
2024-10-13T23:18:50.271-04:00,IdeState,Active,Project,*,-1,-1
2024-10-13T23:18:51.273-04:00,IdeState,Active,Project,*,-1,-1
2024-10-13T23:18:52.275-04:00,IdeState,Active,Project,*,-1,-1
2024-10-13T23:18:53.277-04:00,IdeState,Active,Project,*,-1,-1
2024-10-13T23:18:54.279-04:00,IdeState,Active,Project,*,-1,-1
2024-10-13T23:18:55.280-04:00,IdeState,Active,Project,*,-1,-1
2024-10-13T23:18:56.283-04:00,IdeState,Active,Project,*,-1,-1
2024-10-13T23:18:57.284-04:00,IdeState,Active,Project,*,-1,-1
2024-10-13T23:18:58.286-04:00,IdeState,Active,Project,*,-1,-1
2024-10-13T23:18:59.287-04:00,IdeState,Active,Project,*,-1,-1
2024-10-13T23:19:00.288-04:00,IdeState,Active,Project,*,-1,-1
2024-10-13T23:19:01.289-04:00,IdeState,Active,Project,*,-1,-1
2024-10-13T23:19:02.291-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:03.294-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:04.296-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:05.297-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:06.299-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:07.310-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:08.325-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:09.334-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:10.350-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:11.359-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:12.363-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:13.373-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:14.385-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:15.398-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:16.404-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:17.901-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:18.921-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:19.933-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:20.943-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:21.949-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:22.963-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:23.972-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:24.986-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:25.995-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:27.009-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:28.021-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:29.031-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:30.041-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:31.054-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:32.067-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:33.079-04:00,IdeState,Active,Project,*,-1,-1
2024-10-13T23:19:34.091-04:00,IdeState,Active,Project,*,-1,-1
2024-10-13T23:19:35.097-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:36.107-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:37.113-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:38.114-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:39.117-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:40.130-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:41.131-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:42.152-04:00,IdeState,Active,Project,*,-1,-1
2024-10-13T23:19:43.154-04:00,IdeState,Active,Project,*,-1,-1
2024-10-13T23:19:44.156-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:45.157-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:46.158-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:47.160-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:48.163-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:49.165-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:50.166-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:51.167-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:52.168-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:53.170-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:54.171-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:55.172-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:56.175-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:57.176-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:58.177-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:19:59.178-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:00.181-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:01.181-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:02.184-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:03.185-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:04.186-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:05.188-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:06.191-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:07.192-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:08.193-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:09.194-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:10.197-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:11.199-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:12.201-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:13.207-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:14.210-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:15.213-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:16.214-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:17.215-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:18.216-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:19.218-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:20.221-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:21.223-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:22.223-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:23.225-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:24.228-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:25.230-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:26.231-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:27.234-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:28.236-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:29.237-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:30.240-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:31.241-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:32.243-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:33.246-04:00,IdeState,Inactive,,*,-1,-1
2024-10-13T23:20:34.248-04:00,IdeState,Inactive,,*,-1,-1
