Unnamed: 0,date,timestamp,fileName,fileHashCode,documentHashCode,fragment,userId,testMode,program,chosenTask,programmingLanguage,language,timestampAti,eventType,eventData
53,2025-03-10T11:43:01.056-04:00,258,pies_13055.py,13055,918990294,"# Write code for the pies task in this file
print(""I w"")
# Write your code here",1,ON,6666666,pies,python,python,,,
54,2025-03-10T11:43:01.154-04:00,281,pies_13055.py,13055,918990294,"# Write code for the pies task in this file
print(""I wr"")
# Write your code here",1,ON,6666666,pies,python,python,,,
55,2025-03-10T11:43:01.222-04:00,304,pies_13055.py,13055,918990294,"# Write code for the pies task in this file
print(""I wro"")
# Write your code here",1,ON,6666666,pies,python,python,,,
56,2025-03-10T11:43:01.282-04:00,327,pies_13055.py,13055,918990294,"# Write code for the pies task in this file
print(""I wrot"")
# Write your code here",1,ON,6666666,pies,python,python,,,
57,2025-03-10T11:43:01.355-04:00,350,pies_13055.py,13055,918990294,"# Write code for the pies task in this file
print(""I wrote"")
# Write your code here",1,ON,6666666,pies,python,python,,,
58,2025-03-10T11:43:01.542-04:00,380,pies_13055.py,13055,918990294,"# Write code for the pies task in this file
print(""I wrote "")
# Write your code here",1,ON,6666666,pies,python,python,,,
59,2025-03-10T11:43:01.672-04:00,397,pies_13055.py,13055,918990294,"# Write code for the pies task in this file
print(""I wrote c"")
# Write your code here",1,ON,6666666,pies,python,python,,,
60,2025-03-10T11:43:01.755-04:00,422,pies_13055.py,13055,918990294,"# Write code for the pies task in this file
print(""I wrote co"")
# Write your code here",1,ON,6666666,pies,python,python,,,
61,2025-03-10T11:43:01.916-04:00,445,pies_13055.py,13055,918990294,"# Write code for the pies task in this file
print(""I wrote cod"")
# Write your code here",1,ON,6666666,pies,python,python,,,
62,2025-03-10T11:43:02.094-04:00,468,pies_13055.py,13055,918990294,"# Write code for the pies task in this file
print(""I wrote code"")
# Write your code here",1,ON,6666666,pies,python,python,,,
63,2025-03-10T11:43:05.689-04:00,488,pies_13055.py,13055,918990294,"# Write code for the pies task in this file
print(""I wrote code!"")
# Write your code here",1,ON,6666666,pies,python,python,,,
64,2025-03-06T11:51:45.731-05:00,0,pies_13055.py,12703,2016040091,"# Write code for the pies task in this file

# Write your code here",1,ON,1111111,1,python,python,,,
65,2025-03-06T11:51:52.699-05:00,0,pies_13055.py,12703,2016040091,"# Write code for the pies task in this file

# Write your code here",1,ON,1111111,pies,python,python,,,
66,2025-03-06T11:51:55.102-05:00,33,pies_13055.py,12703,2016040091,"# Write code for the pies task in this file

# Write your code here
",1,ON,1111111,pies,python,python,,,
67,2025-03-06T11:51:55.128-05:00,39,pies_13055.py,12703,2016040091,"# Write code for the pies task in this file

# Write your code here
p",1,ON,1111111,pies,python,python,,,
68,2025-03-06T11:51:55.220-05:00,40,pies_13055.py,12703,2016040091,"# Write code for the pies task in this file

# Write your code here
pr",1,ON,1111111,pies,python,python,,,
69,2025-03-06T11:51:55.482-05:00,44,pies_13055.py,12703,2016040091,"# Write code for the pies task in this file

# Write your code here
pri",1,ON,1111111,pies,python,python,,,
70,2025-03-06T11:51:55.513-05:00,51,pies_13055.py,12703,2016040091,"# Write code for the pies task in this file

# Write your code here
prin",1,ON,1111111,pies,python,python,,,
71,2025-03-06T11:51:56.428-05:00,52,pies_13055.py,12703,2016040091,"# Write code for the pies task in this file

# Write your code here
print",1,ON,1111111,pies,python,python,,,
72,2025-03-06T11:51:56.436-05:00,66,pies_13055.py,12703,2016040091,"# Write code for the pies task in this file

# Write your code here
print(",1,ON,1111111,pies,python,python,,,
73,2025-03-06T11:51:56.699-05:00,67,pies_13055.py,12703,2016040091,"# Write code for the pies task in this file

# Write your code here
print()",1,ON,1111111,pies,python,python,,,
74,2025-03-06T11:51:56.706-05:00,71,pies_13055.py,12703,2016040091,"# Write code for the pies task in this file

# Write your code here
print(')",1,ON,1111111,pies,python,python,,,
75,2025-03-06T11:51:57.199-05:00,72,pies_13055.py,12703,2016040091,"# Write code for the pies task in this file

# Write your code here
print('')",1,ON,1111111,pies,python,python,,,
76,2025-03-06T11:51:57.328-05:00,114,pies_13055.py,12703,2016040091,"# Write code for the pies task in this file

# Write your code here
print('h')",1,ON,1111111,pies,python,python,,,
77,2025-03-06T11:51:57.489-05:00,139,pies_13055.py,12703,2016040091,"# Write code for the pies task in this file

# Write your code here
print('he')",1,ON,1111111,pies,python,python,,,
78,2025-03-06T11:51:57.672-05:00,162,pies_13055.py,12703,2016040091,"# Write code for the pies task in this file

# Write your code here
print('hel')",1,ON,1111111,pies,python,python,,,
79,2025-03-06T11:51:57.809-05:00,185,pies_13055.py,12703,2016040091,"# Write code for the pies task in this file

# Write your code here
print('hell')",1,ON,1111111,pies,python,python,,,
80,2025-03-06T11:51:58.011-05:00,208,pies_13055.py,12703,2016040091,"# Write code for the pies task in this file

# Write your code here
print('hello')",1,ON,1111111,pies,python,python,,,
81,2025-03-06T11:51:58.117-05:00,239,pies_13055.py,12703,2016040091,"# Write code for the pies task in this file

# Write your code here
print('hello ')",1,ON,1111111,pies,python,python,,,
82,2025-03-06T11:51:58.202-05:00,256,pies_13055.py,12703,2016040091,"# Write code for the pies task in this file

# Write your code here
print('hello w')",1,ON,1111111,pies,python,python,,,
83,2025-03-06T11:51:58.294-05:00,279,pies_13055.py,12703,2016040091,"# Write code for the pies task in this file

# Write your code here
print('hello wo')",1,ON,1111111,pies,python,python,,,
84,2025-03-06T11:51:58.392-05:00,302,pies_13055.py,12703,2016040091,"# Write code for the pies task in this file

# Write your code here
print('hello wor')",1,ON,1111111,pies,python,python,,,
85,2025-03-06T11:51:58.487-05:00,325,pies_13055.py,12703,2016040091,"# Write code for the pies task in this file

# Write your code here
print('hello worl')",1,ON,1111111,pies,python,python,,,
86,2025-03-06T11:52:03.679-05:00,348,pies_13055.py,12703,2016040091,"# Write code for the pies task in this file

# Write your code here
print('hello world')",1,ON,1111111,pies,python,python,,,
