,timestampAti,username,eventType,eventData,project_name,focusedComponent,currentFile,PSIPath,editorLine,editorColumn,"('task',)"
94,2025-03-13T17:43:06.988-04:00,IdeState,NoProject,,*,-1,-1,,,,
95,2025-03-13T17:43:07.991-04:00,IdeState,NoProject,,*,-1,-1,,,,
96,2025-03-13T17:43:08.667-04:00,Action,WelcomeScreen.RemoveSelected,,*,-1,-1,,,,
97,2025-03-13T17:43:08.992-04:00,IdeState,NoProject,,*,-1,-1,,,,
98,2025-03-13T17:43:09.995-04:00,IdeState,NoProject,,*,-1,-1,,,,
99,2025-03-13T17:43:11.002-04:00,IdeState,NoProject,,*,-1,-1,,,,
100,2025-03-13T17:43:12.006-04:00,IdeState,NoProject,,*,-1,-1,,,,
101,2025-03-13T17:43:12.170-04:00,Action,WelcomeScreen.RemoveSelected,,*,-1,-1,,,,
102,2025-03-13T17:43:13.080-04:00,IdeState,NoProject,,*,-1,-1,,,,
103,2025-03-13T17:43:14.131-04:00,IdeState,NoProject,,*,-1,-1,,,,
104,2025-03-13T17:43:14.901-04:00,Action,WelcomeScreen.RemoveSelected,,*,-1,-1,,,,
105,2025-03-13T17:43:15.133-04:00,IdeState,NoProject,,*,-1,-1,,,,
106,2025-03-13T17:43:16.151-04:00,IdeState,NoProject,,*,-1,-1,,,,
107,2025-03-13T17:43:17.153-04:00,IdeState,NoProject,,*,-1,-1,,,,
108,2025-03-13T17:43:18.156-04:00,IdeState,Inactive,,*,-1,-1,,,,
109,2025-03-13T17:43:38.151-04:00,IdeState,NoProject,,*,-1,-1,,,,
110,2025-03-13T17:43:39.216-04:00,IdeState,NoProject,,*,-1,-1,,,,
111,2025-03-13T17:43:40.684-04:00,IdeState,NoProject,,*,-1,-1,,,,
112,2025-03-13T17:43:41.696-04:00,IdeState,NoProject,,*,-1,-1,,,,
113,2025-03-13T17:43:42.706-04:00,IdeState,NoProject,,*,-1,-1,,,,
114,2025-03-13T17:43:43.719-04:00,IdeState,NoProject,,*,-1,-1,,,,
115,2025-03-13T17:43:44.734-04:00,IdeState,Inactive,,*,-1,-1,,,,
116,2025-03-13T17:43:45.740-04:00,IdeState,NoProject,,*,-1,-1,,,,
117,2025-03-13T17:43:46.754-04:00,IdeState,NoProject,,*,-1,-1,,,,
118,2025-03-13T17:43:47.765-04:00,IdeState,NoProject,,*,-1,-1,,,,
119,2025-03-13T17:43:48.774-04:00,IdeState,NoProject,,*,-1,-1,,,,
120,2025-03-13T17:43:49.782-04:00,IdeState,NoProject,,*,-1,-1,,,,
121,2025-03-13T17:43:50.790-04:00,IdeState,Inactive,,*,-1,-1,,,,
122,2025-03-13T17:43:51.795-04:00,IdeState,NoProject,,*,-1,-1,,,,
123,2025-03-13T17:43:52.806-04:00,IdeState,NoProject,,*,-1,-1,,,,
124,2025-03-13T17:43:53.818-04:00,IdeState,NoProject,,*,-1,-1,,,,
125,2025-03-13T17:43:54.823-04:00,IdeState,Inactive,,*,-1,-1,,,,
126,2025-03-13T17:43:55.834-04:00,IdeState,NoProject,,*,-1,-1,,,,
127,2025-03-14T16:13:59.602-04:00,IdeState,NoProject,,*,-1,-1,,,,
128,2025-03-14T16:14:01.001-04:00,IdeState,Active,Popup,*,-1,-1,,,,
129,2025-03-14T16:14:02.427-04:00,IdeState,Active,Project,*,-1,-1,,,,
130,2025-03-14T16:14:03.431-04:00,IdeState,Active,Project,*,-1,-1,,,,
131,2025-03-14T16:14:04.438-04:00,IdeState,Active,Project,*,-1,-1,,,,
132,2025-03-14T16:14:05.454-04:00,IdeState,Active,Project,*,-1,-1,,,,
133,2025-03-14T16:14:06.470-04:00,IdeState,Active,Project,*,-1,-1,,,,
134,2025-03-14T16:14:07.651-04:00,IdeState,Active,Project,*,-1,-1,,,,
135,2025-03-14T16:14:08.660-04:00,IdeState,Active,Project,*,-1,-1,,,,
136,2025-03-14T16:14:09.671-04:00,IdeState,Active,Project,*,-1,-1,,,,
137,2025-03-14T16:14:10.685-04:00,IdeState,Active,Project,*,-1,-1,,,,
138,2025-03-14T16:14:11.695-04:00,IdeState,Active,Project,*,-1,-1,,,,
139,2025-03-14T16:14:12.711-04:00,IdeState,Active,Project,*,-1,-1,,,,
140,2025-03-14T16:14:13.727-04:00,IdeState,Active,Project,*,-1,-1,,,,
141,2025-03-14T16:14:14.734-04:00,IdeState,Active,Project,*,-1,-1,,,,
142,2025-03-14T16:14:15.765-04:00,IdeState,Active,tasktracker,*,-1,-1,,,,
143,2025-03-14T16:14:16.779-04:00,IdeState,Active,tasktracker,*,-1,-1,,,,
144,2025-03-14T16:14:17.783-04:00,IdeState,Active,tasktracker,*,-1,-1,,,,
145,2025-03-14T16:14:18.786-04:00,IdeState,Active,tasktracker,*,-1,-1,,,,
146,2025-03-14T16:14:19.787-04:00,IdeState,Inactive,,*,-1,-1,,,,
147,2025-03-14T16:14:21.179-04:00,IdeState,Active,Dialog,*,-1,-1,,,,
148,2025-03-14T16:14:22.180-04:00,IdeState,Active,Dialog,*,-1,-1,,,,
149,2025-03-14T16:14:23.183-04:00,IdeState,Active,Dialog,*,-1,-1,,,,
150,2025-03-14T16:14:24.184-04:00,IdeState,Active,tasktracker,*,-1,-1,,,,
151,2025-03-14T16:14:25.186-04:00,IdeState,Inactive,,*,-1,-1,,,,
152,2025-03-14T16:14:26.188-04:00,IdeState,Inactive,,*,-1,-1,,,,
153,2025-03-14T16:14:27.190-04:00,IdeState,Inactive,,*,-1,-1,,,,
154,2025-03-14T16:14:28.194-04:00,IdeState,Inactive,,*,-1,-1,,,,
155,2025-03-14T16:14:29.196-04:00,IdeState,Inactive,,*,-1,-1,,,,
156,2025-03-14T16:14:30.197-04:00,IdeState,Inactive,,*,-1,-1,,,,
157,2025-03-14T16:14:31.198-04:00,IdeState,Inactive,,*,-1,-1,,,,
158,2025-03-14T16:14:32.200-04:00,IdeState,Inactive,,*,-1,-1,,,,
159,2025-03-14T16:14:33.204-04:00,IdeState,Inactive,,*,-1,-1,,,,
160,2025-03-14T16:14:34.204-04:00,IdeState,Inactive,,*,-1,-1,,,,
161,2025-03-14T16:14:35.206-04:00,IdeState,Inactive,,*,-1,-1,,,,
162,2025-03-14T16:14:36.207-04:00,IdeState,Inactive,,*,-1,-1,,,,
163,2025-03-14T16:14:37.209-04:00,IdeState,Inactive,,*,-1,-1,,,,
164,2025-03-14T16:14:38.211-04:00,IdeState,Inactive,,*,-1,-1,,,,
165,2025-03-14T16:14:39.213-04:00,IdeState,Inactive,,*,-1,-1,,,,
166,2025-03-14T16:14:40.214-04:00,IdeState,Inactive,,*,-1,-1,,,,
167,2025-03-14T16:14:41.216-04:00,IdeState,Inactive,,*,-1,-1,,,,
168,2025-03-14T16:14:42.218-04:00,IdeState,Inactive,,*,-1,-1,,,,
169,2025-03-14T16:14:43.218-04:00,IdeState,Inactive,,*,-1,-1,,,,
170,2025-03-14T16:14:44.219-04:00,IdeState,Inactive,,*,-1,-1,,,,
171,2025-03-14T16:14:45.220-04:00,IdeState,Inactive,,*,-1,-1,,,,
172,2025-03-14T16:14:46.221-04:00,IdeState,Inactive,,*,-1,-1,,,,
173,2025-03-14T16:14:47.223-04:00,IdeState,Inactive,,*,-1,-1,,,,
174,2025-03-14T16:14:48.226-04:00,IdeState,Inactive,,*,-1,-1,,,,
175,2025-03-14T16:14:49.228-04:00,IdeState,Inactive,,*,-1,-1,,,,
176,2025-03-14T16:14:50.230-04:00,IdeState,Inactive,,*,-1,-1,,,,
177,2025-03-14T16:14:51.234-04:00,IdeState,Inactive,,*,-1,-1,,,,
178,2025-03-14T16:14:52.235-04:00,IdeState,Inactive,,*,-1,-1,,,,
179,2025-03-14T16:14:53.237-04:00,IdeState,Inactive,,*,-1,-1,,,,
180,2025-03-14T16:14:54.238-04:00,IdeState,Inactive,,*,-1,-1,,,,
181,2025-03-14T16:14:55.241-04:00,IdeState,Inactive,,*,-1,-1,,,,
182,2025-03-14T16:14:56.242-04:00,IdeState,Inactive,,*,-1,-1,,,,
183,2025-03-14T16:14:57.243-04:00,IdeState,Inactive,,*,-1,-1,,,,
184,2025-03-14T16:14:58.246-04:00,IdeState,Inactive,,*,-1,-1,,,,
185,2025-03-14T16:14:59.249-04:00,IdeState,Inactive,,*,-1,-1,,,,
186,2025-03-14T16:15:00.251-04:00,IdeState,Inactive,,*,-1,-1,,,,
187,2025-03-14T16:15:01.253-04:00,IdeState,Inactive,,*,-1,-1,,,,
188,2025-03-14T16:15:02.254-04:00,IdeState,Inactive,,*,-1,-1,,,,
189,2025-03-14T16:15:03.257-04:00,IdeState,Inactive,,*,-1,-1,,,,
190,2025-03-14T16:15:04.258-04:00,IdeState,Inactive,,*,-1,-1,,,,
191,2025-03-14T16:15:05.260-04:00,IdeState,Inactive,,*,-1,-1,,,,
192,2025-03-14T16:15:06.262-04:00,IdeState,Inactive,,*,-1,-1,,,,
193,2025-03-14T16:15:07.264-04:00,IdeState,Inactive,,*,-1,-1,,,,
194,2025-03-14T16:15:08.266-04:00,IdeState,Inactive,,*,-1,-1,,,,
195,2025-03-14T16:15:09.268-04:00,IdeState,Inactive,,*,-1,-1,,,,
196,2025-03-14T16:15:10.271-04:00,IdeState,Inactive,,*,-1,-1,,,,
197,2025-03-14T16:15:11.271-04:00,IdeState,Inactive,,*,-1,-1,,,,
198,2025-03-14T16:15:12.273-04:00,IdeState,Inactive,,*,-1,-1,,,,
199,2025-03-14T16:15:13.275-04:00,IdeState,Inactive,,*,-1,-1,,,,
200,2025-03-14T16:15:14.276-04:00,IdeState,Inactive,,*,-1,-1,,,,
201,2025-03-14T16:15:15.277-04:00,IdeState,Inactive,,*,-1,-1,,,,
202,2025-03-14T16:15:16.278-04:00,IdeState,Inactive,,*,-1,-1,,,,
203,2025-03-14T16:15:17.281-04:00,IdeState,Inactive,,*,-1,-1,,,,
204,2025-03-14T16:15:18.283-04:00,IdeState,Inactive,,*,-1,-1,,,,
205,2025-03-14T16:15:19.284-04:00,IdeState,Inactive,,*,-1,-1,,,,
206,2025-03-14T16:15:20.286-04:00,IdeState,Inactive,,*,-1,-1,,,,
207,2025-03-14T16:15:21.287-04:00,IdeState,Inactive,,*,-1,-1,,,,
208,2025-03-14T16:15:22.289-04:00,IdeState,Inactive,,*,-1,-1,,,,
209,2025-03-14T16:15:23.289-04:00,IdeState,Inactive,,*,-1,-1,,,,
210,2025-03-14T16:15:24.292-04:00,IdeState,Inactive,,*,-1,-1,,,,
211,2025-03-14T16:15:25.293-04:00,IdeState,Inactive,,*,-1,-1,,,,
212,2025-03-14T16:15:26.295-04:00,IdeState,Inactive,,*,-1,-1,,,,
213,2025-03-14T16:15:27.296-04:00,IdeState,Inactive,,*,-1,-1,,,,
214,2025-03-14T16:15:28.299-04:00,IdeState,Inactive,,*,-1,-1,,,,
215,2025-03-14T16:15:29.301-04:00,IdeState,Inactive,,*,-1,-1,,,,
216,2025-03-14T16:15:30.303-04:00,IdeState,Inactive,,*,-1,-1,,,,
217,2025-03-14T16:15:31.305-04:00,IdeState,Inactive,,*,-1,-1,,,,
218,2025-03-14T16:15:32.307-04:00,IdeState,Inactive,,*,-1,-1,,,,
219,2025-03-14T16:15:33.309-04:00,IdeState,Inactive,,*,-1,-1,,,,
220,2025-03-14T16:15:34.311-04:00,IdeState,Inactive,,*,-1,-1,,,,
221,2025-03-14T16:15:35.313-04:00,IdeState,Inactive,,*,-1,-1,,,,
222,2025-03-14T16:15:36.314-04:00,IdeState,Inactive,,*,-1,-1,,,,
223,2025-03-14T16:15:37.316-04:00,IdeState,Inactive,,*,-1,-1,,,,
224,2025-03-14T16:15:38.318-04:00,IdeState,Inactive,,*,-1,-1,,,,
225,2025-03-14T16:15:39.319-04:00,IdeState,Inactive,,*,-1,-1,,,,
226,2025-03-14T16:15:40.321-04:00,IdeState,Inactive,,*,-1,-1,,,,
227,2025-03-14T16:15:41.322-04:00,IdeState,Inactive,,*,-1,-1,,,,
228,2025-03-14T16:15:42.325-04:00,IdeState,Inactive,,*,-1,-1,,,,
229,2025-03-14T16:15:43.327-04:00,IdeState,Inactive,,*,-1,-1,,,,
230,2025-03-14T16:15:44.329-04:00,IdeState,Inactive,,*,-1,-1,,,,
231,2025-03-14T16:15:45.329-04:00,IdeState,Inactive,,*,-1,-1,,,,
232,2025-03-14T16:15:46.333-04:00,IdeState,Inactive,,*,-1,-1,,,,
233,2025-03-14T16:15:47.334-04:00,IdeState,Inactive,,*,-1,-1,,,,
234,2025-03-14T16:15:48.336-04:00,IdeState,Inactive,,*,-1,-1,,,,
235,2025-03-14T16:16:02.467-04:00,IdeState,NoProject,,*,-1,-1,,,,
236,2025-03-14T16:16:04.422-04:00,IdeState,Active,Popup,*,-1,-1,,,,
237,2025-03-14T16:16:05.510-04:00,IdeState,Active,Project,*,-1,-1,,,,
238,2025-03-14T16:16:06.524-04:00,IdeState,Active,Project,*,-1,-1,,,,
239,2025-03-14T16:16:07.545-04:00,IdeState,Active,Project,*,-1,-1,,,,
240,2025-03-14T16:16:08.547-04:00,IdeState,Active,Project,*,-1,-1,,,,
241,2025-03-14T16:16:09.548-04:00,IdeState,Active,Project,*,-1,-1,,,,
242,2025-03-14T16:16:10.551-04:00,IdeState,Active,Project,*,-1,-1,,,,
243,2025-03-14T16:16:11.554-04:00,IdeState,Active,Project,*,-1,-1,,,,
244,2025-03-14T16:16:12.557-04:00,IdeState,Active,Project,*,-1,-1,,,,
245,2025-03-14T16:16:13.559-04:00,IdeState,Active,Project,*,-1,-1,,,,
246,2025-03-14T16:16:14.560-04:00,IdeState,Active,Project,*,-1,-1,,,,
247,2025-03-14T16:16:15.561-04:00,IdeState,Active,Project,*,-1,-1,,,,
248,2025-03-14T16:16:16.564-04:00,IdeState,Active,Project,*,-1,-1,,,,
249,2025-03-14T16:16:17.567-04:00,IdeState,Active,Project,*,-1,-1,,,,
250,2025-03-14T16:16:18.570-04:00,IdeState,Active,Project,*,-1,-1,,,,
251,2025-03-14T16:16:19.572-04:00,IdeState,Inactive,,*,-1,-1,,,,
252,2025-03-14T16:16:20.574-04:00,IdeState,Inactive,,*,-1,-1,,,,
253,2025-03-14T16:16:21.575-04:00,IdeState,Inactive,,*,-1,-1,,,,
254,2025-03-14T16:16:22.577-04:00,IdeState,Inactive,,*,-1,-1,,,,
255,2025-03-14T16:16:23.579-04:00,IdeState,Inactive,,*,-1,-1,,,,
256,2025-03-14T16:16:24.581-04:00,IdeState,Inactive,,*,-1,-1,,,,
257,2025-03-14T16:16:25.583-04:00,IdeState,Inactive,,*,-1,-1,,,,
258,2025-03-14T16:16:26.584-04:00,IdeState,Inactive,,*,-1,-1,,,,
259,2025-03-14T16:16:27.589-04:00,IdeState,Active,Project,*,-1,-1,,,,
260,2025-03-14T16:16:28.589-04:00,IdeState,Active,Project,*,-1,-1,,,,
261,2025-03-14T16:16:29.595-04:00,IdeState,Active,Project,*,-1,-1,,,,
262,2025-03-14T16:16:30.597-04:00,IdeState,Inactive,,*,-1,-1,,,,
263,2025-03-14T16:16:31.598-04:00,IdeState,Inactive,,*,-1,-1,,,,
264,2025-03-14T16:16:32.600-04:00,IdeState,Inactive,,*,-1,-1,,,,
265,2025-03-14T16:16:33.601-04:00,IdeState,Inactive,,*,-1,-1,,,,
266,2025-03-14T16:16:34.603-04:00,IdeState,Inactive,,*,-1,-1,,,,
267,2025-03-14T16:16:35.604-04:00,IdeState,Inactive,,*,-1,-1,,,,
268,2025-03-14T16:16:36.606-04:00,IdeState,Inactive,,*,-1,-1,,,,
269,2025-03-14T16:16:37.607-04:00,IdeState,Inactive,,*,-1,-1,,,,
270,2025-03-14T16:16:38.608-04:00,IdeState,Inactive,,*,-1,-1,,,,
271,2025-03-14T16:16:39.609-04:00,IdeState,Inactive,,*,-1,-1,,,,
272,2025-03-14T16:16:40.610-04:00,IdeState,Inactive,,*,-1,-1,,,,
273,2025-03-14T16:16:41.612-04:00,IdeState,Inactive,,*,-1,-1,,,,
274,2025-03-14T16:16:42.613-04:00,IdeState,Inactive,,*,-1,-1,,,,
275,2025-03-14T16:16:43.615-04:00,IdeState,Inactive,,*,-1,-1,,,,
276,2025-03-14T16:16:44.616-04:00,IdeState,Inactive,,*,-1,-1,,,,
277,2025-03-14T16:16:45.619-04:00,IdeState,Inactive,,*,-1,-1,,,,
278,2025-03-14T16:16:46.620-04:00,IdeState,Inactive,,*,-1,-1,,,,
279,2025-03-14T16:16:47.622-04:00,IdeState,Inactive,,*,-1,-1,,,,
280,2025-03-14T16:16:48.624-04:00,IdeState,Inactive,,*,-1,-1,,,,
281,2025-03-14T16:16:49.624-04:00,IdeState,Inactive,,*,-1,-1,,,,
282,2025-03-14T16:16:50.626-04:00,IdeState,Inactive,,*,-1,-1,,,,
283,2025-03-14T16:16:51.628-04:00,IdeState,Inactive,,*,-1,-1,,,,
284,2025-03-14T16:16:52.630-04:00,IdeState,Inactive,,*,-1,-1,,,,
285,2025-03-14T16:16:53.632-04:00,IdeState,Inactive,,*,-1,-1,,,,
286,2025-03-14T16:16:54.634-04:00,IdeState,Inactive,,*,-1,-1,,,,
287,2025-03-14T16:16:55.635-04:00,IdeState,Inactive,,*,-1,-1,,,,
288,2025-03-14T16:16:56.636-04:00,IdeState,Inactive,,*,-1,-1,,,,
289,2025-03-14T16:16:57.639-04:00,IdeState,Inactive,,*,-1,-1,,,,
290,2025-03-14T16:16:58.640-04:00,IdeState,Inactive,,*,-1,-1,,,,
291,2025-03-14T16:16:59.641-04:00,IdeState,Inactive,,*,-1,-1,,,,
292,2025-03-14T16:17:00.642-04:00,IdeState,Inactive,,*,-1,-1,,,,
293,2025-03-14T16:17:01.644-04:00,IdeState,Inactive,,*,-1,-1,,,,
294,2025-03-14T16:17:02.645-04:00,IdeState,Inactive,,*,-1,-1,,,,
295,2025-03-14T16:17:03.646-04:00,IdeState,Inactive,,*,-1,-1,,,,
296,2025-03-14T16:17:04.648-04:00,IdeState,Inactive,,*,-1,-1,,,,
297,2025-03-14T16:17:05.650-04:00,IdeState,Inactive,,*,-1,-1,,,,
298,2025-03-14T16:17:06.652-04:00,IdeState,Inactive,,*,-1,-1,,,,
299,2025-03-14T16:17:07.653-04:00,IdeState,Inactive,,*,-1,-1,,,,
300,2025-03-14T16:17:08.654-04:00,IdeState,Inactive,,*,-1,-1,,,,
301,2025-03-14T16:17:09.655-04:00,IdeState,Inactive,,*,-1,-1,,,,
302,2025-03-14T16:17:10.657-04:00,IdeState,Inactive,,*,-1,-1,,,,
303,2025-03-14T16:17:11.659-04:00,IdeState,Inactive,,*,-1,-1,,,,
304,2025-03-14T16:17:12.661-04:00,IdeState,Inactive,,*,-1,-1,,,,
305,2025-03-14T16:17:13.663-04:00,IdeState,Inactive,,*,-1,-1,,,,
306,2025-03-14T16:17:14.665-04:00,IdeState,Inactive,,*,-1,-1,,,,
307,2025-03-14T16:17:15.667-04:00,IdeState,Inactive,,*,-1,-1,,,,
308,2025-03-14T16:17:16.667-04:00,IdeState,Inactive,,*,-1,-1,,,,
